price_type,commodity,district_id,agri_year,monthly_mean,level,abs_diff
Farm Harvest,Biri,OD04,2020-21,6054.786666666667,6054.79,0.003333333333102928
Farm Harvest,Biri,OD04,2021-22,6377.22,6377.22,0.0
Farm Harvest,Biri,OD04,2022-23,6716.826666666667,6716.83,0.003333333333102928
Farm Harvest,Biri,OD04,2023-24,7074.516666666667,7074.52,0.003333333333102928
Farm Harvest,Biri,OD04,2024-25,7451.256666666667,7451.25,0.006666666667115351
Farm Harvest,Biri,OD05,2013-14,4163.0,4163.0,0.0
Farm Harvest,Biri,OD05,2014-15,4659.0,4659.0,0.0
Farm Harvest,Biri,OD05,2015-16,5260.0,5260.0,0.0
Farm Harvest,Biri,OD05,2016-17,5500.0,5500.0,0.0
Farm Harvest,Biri,OD05,2017-18,5639.0,5639.0,0.0
Farm Harvest,Biri,OD05,2018-19,5985.0,5985.0,0.0
Farm Harvest,Biri,OD05,2019-20,6303.716666666667,6303.72,0.003333333333102928
Farm Harvest,Biri,OD05,2020-21,6639.41,6639.41,0.0
Farm Harvest,Biri,OD05,2021-22,6992.9766666666665,6992.98,0.003333333333102928
Farm Harvest,Biri,OD05,2022-23,7365.373333333333,7365.37,0.003333333333102928
Farm Harvest,Biri,OD05,2023-24,7757.599999999999,7757.6,9.094947017729282e-13
Farm Harvest,Biri,OD05,2024-25,8170.713333333333,8170.71,0.003333333333102928
Farm Harvest,Biri,OD06,2013-14,4667.003333333333,4667.0,0.003333333333102928
Farm Harvest,Biri,OD06,2014-15,5054.0,5054.0,0.0
Farm Harvest,Biri,OD06,2015-16,5600.0,5600.0,0.0
Farm Harvest,Biri,OD06,2016-17,5900.0,5900.0,0.0
Farm Harvest,Biri,OD06,2017-18,5000.003333333333,5000.0,0.003333333333102928
Farm Harvest,Biri,OD06,2018-19,5028.003333333333,5028.0,0.003333333333102928
Farm Harvest,Biri,OD06,2019-20,5295.753333333333,5295.76,0.006666666667115351
Farm Harvest,Biri,OD06,2020-21,5577.7733333333335,5577.77,0.003333333333102928
Farm Harvest,Biri,OD06,2021-22,5874.8,5874.8,0.0
Farm Harvest,Biri,OD06,2022-23,6187.650000000001,6187.65,9.094947017729282e-13
Farm Harvest,Biri,OD06,2023-24,6517.16,6517.16,0.0
Farm Harvest,Biri,OD06,2024-25,6864.216666666667,6864.22,0.003333333333102928
Farm Harvest,Biri,OD07,2013-14,4310.003333333333,4310.0,0.003333333333102928
Farm Harvest,Biri,OD07,2014-15,4839.0,4839.0,0.0
Farm Harvest,Biri,OD07,2015-16,5500.0,5500.0,0.0
Farm Harvest,Biri,OD07,2016-17,5873.003333333334,5873.0,0.0033333333340124227
Farm Harvest,Biri,OD07,2017-18,6637.0,6637.0,0.0
Farm Harvest,Biri,OD07,2018-19,5948.0,5948.0,0.0
Farm Harvest,Biri,OD07,2019-20,6264.746666666666,6264.75,0.0033333333340124227
Farm Harvest,Biri,OD07,2020-21,6598.363333333334,6598.36,0.0033333333340124227
Farm Harvest,Biri,OD07,2021-22,6949.746666666666,6949.75,0.0033333333340124227
Farm Harvest,Biri,OD07,2022-23,7319.84,7319.84,0.0
Farm Harvest,Biri,OD07,2023-24,7709.643333333333,7709.64,0.003333333333102928
Farm Harvest,Biri,OD07,2024-25,8120.203333333334,8120.2,0.0033333333340124227
Farm Harvest,Biri,OD08,2013-14,4545.0,4545.0,0.0
Farm Harvest,Biri,OD08,2014-15,4908.0,4908.0,0.0
Farm Harvest,Biri,OD08,2015-16,5475.0,5475.0,0.0
Farm Harvest,Biri,OD08,2016-17,5900.0,5900.0,0.0
Farm Harvest,Biri,OD08,2017-18,6167.0,6167.0,0.0
Farm Harvest,Biri,OD08,2018-19,4857.996666666667,4858.0,0.003333333333102928
Farm Harvest,Biri,OD08,2019-20,5116.703333333334,5116.7,0.0033333333340124227
Farm Harvest,Biri,OD08,2020-21,5389.18,5389.18,0.0
Farm Harvest,Biri,OD08,2021-22,5676.169999999999,5676.17,9.094947017729282e-13
Farm Harvest,Biri,OD08,2022-23,5978.443333333334,5978.44,0.0033333333340124227
Farm Harvest,Biri,OD08,2023-24,6296.81,6296.81,0.0
Farm Harvest,Biri,OD08,2024-25,6632.136666666666,6632.14,0.0033333333340124227
Farm Harvest,Biri,OD09,2013-14,4091.9966666666664,4092.0,0.0033333333335576754
Farm Harvest,Biri,OD09,2014-15,4569.0,4569.0,0.0
Farm Harvest,Biri,OD09,2015-16,5200.003333333333,5200.0,0.003333333333102928
Farm Harvest,Biri,OD09,2016-17,5898.0,5898.0,0.0
Farm Harvest,Biri,OD09,2017-18,5643.0,5643.0,0.0
Farm Harvest,Biri,OD09,2018-19,4857.0,4857.0,0.0
Farm Harvest,Biri,OD09,2019-20,5115.650000000001,5115.65,9.094947017729282e-13
Farm Harvest,Biri,OD09,2020-21,5388.07,5388.07,0.0
Farm Harvest,Biri,OD09,2021-22,5675.003333333334,5675.0,0.0033333333340124227
Farm Harvest,Biri,OD09,2022-23,5977.213333333333,5977.21,0.003333333333102928
Farm Harvest,Biri,OD09,2023-24,6295.516666666666,6295.52,0.0033333333340124227
Farm Harvest,Biri,OD09,2024-25,6630.7699999999995,6630.77,9.094947017729282e-13
Farm Harvest,Biri,OD10,2013-14,4450.0,4450.0,0.0
Farm Harvest,Biri,OD10,2014-15,4757.0,4757.0,0.0
Farm Harvest,Biri,OD10,2015-16,5394.0,5394.0,0.0
Farm Harvest,Biri,OD10,2016-17,5889.0,5889.0,0.0
Farm Harvest,Biri,OD10,2017-18,5773.0,5773.0,0.0
Farm Harvest,Biri,OD10,2018-19,5695.0,5695.0,0.0
Farm Harvest,Biri,OD10,2019-20,5998.276666666668,5998.28,0.0033333333321934333
Farm Harvest,Biri,OD10,2020-21,6317.7,6317.7,0.0
Farm Harvest,Biri,OD10,2021-22,6654.136666666666,6654.14,0.0033333333340124227
Farm Harvest,Biri,OD10,2022-23,7008.486666666667,7008.49,0.003333333333102928
Farm Harvest,Biri,OD10,2023-24,7381.71,7381.71,0.0
Farm Harvest,Biri,OD10,2024-25,7774.806666666666,7774.81,0.0033333333340124227
Farm Harvest,Biri,OD11,2013-14,4308.0,4308.0,0.0
Farm Harvest,Biri,OD11,2014-15,4662.0,4662.0,0.0
Farm Harvest,Biri,OD11,2015-16,5300.0,5300.0,0.0
Farm Harvest,Biri,OD11,2016-17,5874.996666666667,5875.0,0.003333333333102928
Farm Harvest,Biri,OD11,2017-18,5646.0,5646.0,0.0
Farm Harvest,Biri,OD11,2018-19,4975.0,4975.0,0.0
Farm Harvest,Biri,OD11,2019-20,5239.933333333333,5239.93,0.003333333333102928
Farm Harvest,Biri,OD11,2020-21,5518.9766666666665,5518.97,0.006666666666205856
Farm Harvest,Biri,OD11,2021-22,5812.876666666667,5812.88,0.003333333333102928
Farm Harvest,Biri,OD11,2022-23,6122.426666666666,6122.43,0.0033333333340124227
Farm Harvest,Biri,OD11,2023-24,6448.466666666667,6448.46,0.006666666667115351
Farm Harvest,Biri,OD11,2024-25,6791.866666666666,6791.86,0.006666666666205856
Farm Harvest,Biri,OD12,2013-14,4400.003333333333,4400.0,0.003333333333102928
Farm Harvest,Biri,OD12,2014-15,4831.0,4831.0,0.0
Farm Harvest,Biri,OD12,2015-16,5450.0,5450.0,0.0
Farm Harvest,Biri,OD12,2016-17,5738.0,5738.0,0.0
Farm Harvest,Biri,OD12,2017-18,5860.0,5860.0,0.0
Farm Harvest,Biri,OD12,2018-19,5774.0,5774.0,0.0
Farm Harvest,Biri,OD12,2019-20,6081.48,6081.48,0.0
Farm Harvest,Biri,OD12,2020-21,6405.34,6405.34,0.0
Farm Harvest,Biri,OD12,2021-22,6746.44,6746.44,0.0
Farm Harvest,Biri,OD12,2022-23,7105.71,7105.71,0.0
Farm Harvest,Biri,OD12,2023-24,7484.110000000001,7484.11,9.094947017729282e-13
Farm Harvest,Biri,OD12,2024-25,7882.656666666667,7882.66,0.003333333333102928
Farm Harvest,Biri,OD13,2013-14,4170.996666666667,4171.0,0.003333333333102928
Farm Harvest,Biri,OD13,2014-15,4751.0,4751.0,0.0
Farm Harvest,Biri,OD13,2015-16,5443.0,5443.0,0.0
Farm Harvest,Biri,OD13,2016-17,5568.003333333334,5568.0,0.0033333333340124227
Farm Harvest,Biri,OD13,2017-18,5625.0,5625.0,0.0
Farm Harvest,Biri,OD13,2018-19,4700.003333333334,4700.0,0.0033333333340124227
Farm Harvest,Biri,OD13,2019-20,4950.29,4950.29,0.0
Farm Harvest,Biri,OD13,2020-21,5213.906666666667,5213.91,0.003333333333102928
Farm Harvest,Biri,OD13,2021-22,5491.563333333333,5491.56,0.0033333333321934333
Farm Harvest,Biri,OD13,2022-23,5784.0,5784.0,0.0
Farm Harvest,Biri,OD13,2023-24,6092.013333333333,6092.02,0.006666666667115351
Farm Harvest,Biri,OD13,2024-25,6416.436666666666,6416.43,0.006666666665296361
Farm Harvest,Biri,OD14,2013-14,4433.0,4433.0,0.0
Farm Harvest,Biri,OD14,2014-15,5300.0,5300.0,0.0
Farm Harvest,Biri,OD14,2015-16,5750.0,5750.0,0.0
Farm Harvest,Biri,OD14,2016-17,6152.7733333333335,6152.77,0.003333333333102928
Farm Harvest,Biri,OD14,2017-18,6194.0,6194.0,0.0
Farm Harvest,Biri,OD14,2018-19,5761.0,5761.0,0.0
Farm Harvest,Biri,OD14,2019-20,6067.79,6067.79,0.0
Farm Harvest,Biri,OD14,2020-21,6390.916666666667,6390.92,0.003333333333102928
Farm Harvest,Biri,OD14,2021-22,6731.25,6731.25,0.0
Farm Harvest,Biri,OD14,2022-23,7089.71,7089.71,0.0
Farm Harvest,Biri,OD14,2023-24,7467.256666666667,7467.26,0.003333333333102928
Farm Harvest,Biri,OD14,2024-25,7864.91,7864.91,0.0
Farm Harvest,Biri,OD15,2013-14,4437.003333333333,4437.0,0.003333333333102928
Farm Harvest,Biri,OD15,2014-15,5068.0,5068.0,0.0
Farm Harvest,Biri,OD15,2015-16,5550.0,5550.0,0.0
Farm Harvest,Biri,OD15,2016-17,5988.996666666667,5989.0,0.003333333333102928
Farm Harvest,Biri,OD15,2017-18,6238.003333333334,6238.0,0.0033333333340124227
Farm Harvest,Biri,OD15,2018-19,6836.0,6836.0,0.0
Farm Harvest,Biri,OD15,2019-20,7200.036666666667,7200.04,0.003333333333102928
Farm Harvest,Biri,OD15,2020-21,7583.456666666666,7583.46,0.0033333333340124227
Farm Harvest,Biri,OD15,2021-22,7987.3,7987.3,0.0
Farm Harvest,Biri,OD15,2022-23,8412.643333333333,8412.65,0.006666666666205856
Farm Harvest,Biri,OD15,2023-24,8860.646666666666,8860.64,0.006666666666205856
Farm Harvest,Biri,OD15,2024-25,9332.5,9332.5,0.0
Farm Harvest,Biri,OD16,2013-14,4633.0,4633.0,0.0
Farm Harvest,Biri,OD16,2014-15,5074.0,5074.0,0.0
Farm Harvest,Biri,OD16,2015-16,5467.0,5467.0,0.0
Farm Harvest,Biri,OD16,2016-17,5999.996666666666,6000.0,0.0033333333340124227
Farm Harvest,Biri,OD16,2017-18,6629.0,6629.0,0.0
Farm Harvest,Biri,OD16,2018-19,6800.0,6800.0,0.0
Farm Harvest,Biri,OD16,2019-20,7162.12,7162.12,0.0
Farm Harvest,Biri,OD16,2020-21,7543.526666666668,7543.52,0.006666666667115351
Farm Harvest,Biri,OD16,2021-22,7945.236666666667,7945.24,0.003333333333102928
Farm Harvest,Biri,OD16,2022-23,8368.343333333332,8368.34,0.0033333333321934333
Farm Harvest,Biri,OD16,2023-24,8813.980000000001,8813.98,1.8189894035458565e-12
Farm Harvest,Biri,OD16,2024-25,9283.35,9283.35,0.0
Farm Harvest,Biri,OD17,2013-14,3828.0,3828.0,0.0
Farm Harvest,Biri,OD17,2014-15,4446.003333333333,4446.0,0.003333333333102928
Farm Harvest,Biri,OD17,2015-16,5075.0,5075.0,0.0
Farm Harvest,Biri,OD17,2016-17,5983.0,5983.0,0.0
Farm Harvest,Biri,OD17,2017-18,6460.0,6460.0,0.0
Farm Harvest,Biri,OD17,2018-19,5470.0,5470.0,0.0
Farm Harvest,Biri,OD17,2019-20,5761.293333333332,5761.29,0.0033333333321934333
Farm Harvest,Biri,OD17,2020-21,6068.096666666667,6068.1,0.003333333333102928
Farm Harvest,Biri,OD17,2021-22,6391.243333333333,6391.24,0.003333333333102928
Farm Harvest,Biri,OD17,2022-23,6731.593333333333,6731.59,0.003333333333102928
Farm Harvest,Biri,OD17,2023-24,7090.07,7090.07,0.0
Farm Harvest,Biri,OD17,2024-25,7467.636666666666,7467.64,0.0033333333340124227
Farm Harvest,Biri,OD18,2013-14,4500.0,4500.0,0.0
Farm Harvest,Biri,OD18,2014-15,5162.996666666666,5163.0,0.0033333333340124227
Farm Harvest,Biri,OD18,2015-16,5578.0,5578.0,0.0
Farm Harvest,Biri,OD18,2016-17,5975.0,5975.0,0.0
Farm Harvest,Biri,OD18,2017-18,5374.0,5374.0,0.0
Farm Harvest,Biri,OD18,2018-19,5170.0,5170.0,0.0
Farm Harvest,Biri,OD18,2019-20,5445.316666666667,5445.32,0.003333333333102928
Farm Harvest,Biri,OD18,2020-21,5735.293333333334,5735.3,0.006666666666205856
Farm Harvest,Biri,OD18,2021-22,6040.716666666667,6040.72,0.003333333333102928
Farm Harvest,Biri,OD18,2022-23,6362.403333333333,6362.4,0.003333333333102928
Farm Harvest,Biri,OD18,2023-24,6701.216666666667,6701.22,0.003333333333102928
Farm Harvest,Biri,OD18,2024-25,7058.076666666667,7058.08,0.003333333333102928
Farm Harvest,Biri,OD19,2013-14,4179.0,4179.0,0.0
Farm Harvest,Biri,OD19,2014-15,4721.003333333333,4721.0,0.003333333333102928
Farm Harvest,Biri,OD19,2015-16,5400.0,5400.0,0.0
Farm Harvest,Biri,OD19,2016-17,5899.996666666666,5900.0,0.0033333333340124227
Farm Harvest,Biri,OD19,2017-18,5281.996666666667,5282.0,0.003333333333102928
Farm Harvest,Biri,OD19,2018-19,4980.003333333333,4980.0,0.003333333333102928
Farm Harvest,Biri,OD19,2019-20,5245.2,5245.2,0.0
Farm Harvest,Biri,OD19,2020-21,5524.52,5524.52,0.0
Farm Harvest,Biri,OD19,2021-22,5818.716666666667,5818.72,0.003333333333102928
Farm Harvest,Biri,OD19,2022-23,6128.583333333333,6128.58,0.003333333333102928
Farm Harvest,Biri,OD19,2023-24,6454.946666666667,6454.95,0.003333333333102928
Farm Harvest,Biri,OD19,2024-25,6798.69,6798.69,0.0
Farm Harvest,Biri,OD20,2013-14,4396.003333333334,4396.0,0.0033333333340124227
Farm Harvest,Biri,OD20,2014-15,5186.0,5186.0,0.0
Farm Harvest,Biri,OD20,2015-16,5475.0,5475.0,0.0
Farm Harvest,Biri,OD20,2016-17,5800.0,5800.0,0.0
Farm Harvest,Biri,OD20,2017-18,5034.996666666667,5035.0,0.003333333333102928
Farm Harvest,Biri,OD20,2018-19,5817.0,5817.0,0.0
Farm Harvest,Biri,OD20,2019-20,6126.7699999999995,6126.77,9.094947017729282e-13
Farm Harvest,Biri,OD20,2020-21,6453.04,6453.04,0.0
Farm Harvest,Biri,OD20,2021-22,6796.683333333333,6796.68,0.003333333333102928
Farm Harvest,Biri,OD20,2022-23,7158.623333333333,7158.63,0.006666666667115351
Farm Harvest,Biri,OD20,2023-24,7539.843333333333,7539.84,0.003333333333102928
Farm Harvest,Biri,OD20,2024-25,7941.363333333334,7941.36,0.0033333333340124227
Farm Harvest,Biri,OD21,2013-14,4250.0,4250.0,0.0
Farm Harvest,Biri,OD21,2014-15,4874.0,4874.0,0.0
Farm Harvest,Biri,OD21,2015-16,5250.0,5250.0,0.0
Farm Harvest,Biri,OD21,2016-17,5700.0,5700.0,0.0
Farm Harvest,Biri,OD21,2017-18,5607.0,5607.0,0.0
Farm Harvest,Biri,OD21,2018-19,6296.0,6296.0,0.0
Farm Harvest,Biri,OD21,2019-20,6631.28,6631.28,0.0
Farm Harvest,Biri,OD21,2020-21,6984.416666666667,6984.41,0.006666666667115351
Farm Harvest,Biri,OD21,2021-22,7356.353333333333,7356.35,0.0033333333321934333
Farm Harvest,Biri,OD21,2022-23,7748.099999999999,7748.1,9.094947017729282e-13
Farm Harvest,Biri,OD21,2023-24,8160.71,8160.71,0.0
Farm Harvest,Biri,OD21,2024-25,8595.289999999999,8595.29,1.8189894035458565e-12
Farm Harvest,Biri,OD22,2013-14,4427.0,4427.0,0.0
Farm Harvest,Biri,OD22,2014-15,5269.0,5269.0,0.0
Farm Harvest,Biri,OD22,2015-16,5560.0,5560.0,0.0
Farm Harvest,Biri,OD22,2016-17,5876.0,5876.0,0.0
Farm Harvest,Biri,OD22,2017-18,5590.0,5590.0,0.0
Farm Harvest,Biri,OD22,2018-19,4856.0,4856.0,0.0
Farm Harvest,Biri,OD22,2019-20,5114.596666666667,5114.6,0.003333333333102928
Farm Harvest,Biri,OD22,2020-21,5386.963333333333,5386.96,0.003333333333102928
Farm Harvest,Biri,OD22,2021-22,5673.833333333333,5673.83,0.003333333333102928
Farm Harvest,Biri,OD22,2022-23,5975.98,5975.98,0.0
Farm Harvest,Biri,OD22,2023-24,6294.223333333334,6294.22,0.0033333333340124227
Farm Harvest,Biri,OD22,2024-25,6629.403333333333,6629.41,0.006666666667115351
Farm Harvest,Biri,OD23,2013-14,4473.0,4473.0,0.0
Farm Harvest,Biri,OD23,2014-15,5136.0,5136.0,0.0
Farm Harvest,Biri,OD23,2015-16,5533.0,5533.0,0.0
Farm Harvest,Biri,OD23,2016-17,5800.0,5800.0,0.0
Farm Harvest,Biri,OD23,2017-18,5082.996666666667,5083.0,0.003333333333102928
Farm Harvest,Biri,OD23,2018-19,5067.003333333333,5067.0,0.003333333333102928
Farm Harvest,Biri,OD23,2019-20,5336.83,5336.83,0.0
Farm Harvest,Biri,OD23,2020-21,5621.03,5621.03,0.0
Farm Harvest,Biri,OD23,2021-22,5920.37,5920.37,0.0
Farm Harvest,Biri,OD23,2022-23,6235.646666666667,6235.65,0.0033333333321934333
Farm Harvest,Biri,OD23,2023-24,6567.713333333333,6567.71,0.003333333333102928
Farm Harvest,Biri,OD23,2024-25,6917.46,6917.46,0.0
Farm Harvest,Biri,OD24,2013-14,3950.0033333333336,3950.0,0.0033333333335576754
Farm Harvest,Biri,OD24,2014-15,4793.003333333333,4793.0,0.003333333333102928
Farm Harvest,Biri,OD24,2015-16,5275.0,5275.0,0.0
Farm Harvest,Biri,OD24,2016-17,5700.0,5700.0,0.0
Farm Harvest,Biri,OD24,2017-18,5558.0,5558.0,0.0
Farm Harvest,Biri,OD24,2018-19,5631.003333333334,5631.0,0.0033333333340124227
Farm Harvest,Biri,OD24,2019-20,5930.866666666666,5930.87,0.0033333333340124227
Farm Harvest,Biri,OD24,2020-21,6246.703333333334,6246.7,0.0033333333340124227
Farm Harvest,Biri,OD24,2021-22,6579.356666666667,6579.36,0.003333333333102928
Farm Harvest,Biri,OD24,2022-23,6929.7266666666665,6929.73,0.003333333333102928
Farm Harvest,Biri,OD24,2023-24,7298.753333333333,7298.75,0.003333333333102928
Farm Harvest,Biri,OD24,2024-25,7687.433333333333,7687.43,0.003333333333102928
Farm Harvest,Biri,OD25,2013-14,4000.0,4000.0,0.0
Farm Harvest,Biri,OD25,2014-15,4821.0,4821.0,0.0
Farm Harvest,Biri,OD25,2015-16,5375.0,5375.0,0.0
Farm Harvest,Biri,OD25,2016-17,5600.0,5600.0,0.0
Farm Harvest,Biri,OD25,2017-18,5549.003333333333,5549.0,0.003333333333102928
Farm Harvest,Biri,OD25,2018-19,5700.0,5700.0,0.0
Farm Harvest,Biri,OD25,2019-20,6003.54,6003.54,0.0
Farm Harvest,Biri,OD25,2020-21,6323.246666666666,6323.25,0.0033333333340124227
Farm Harvest,Biri,OD25,2021-22,6659.9766666666665,6659.98,0.003333333333102928
Farm Harvest,Biri,OD25,2022-23,7014.643333333333,7014.64,0.003333333333102928
Farm Harvest,Biri,OD25,2023-24,7388.193333333334,7388.19,0.0033333333340124227
Farm Harvest,Biri,OD25,2024-25,7781.633333333334,7781.63,0.0033333333340124227
Farm Harvest,Biri,OD26,2013-14,3913.0,3913.0,0.0
Farm Harvest,Biri,OD26,2014-15,4800.0,4800.0,0.0
Farm Harvest,Biri,OD26,2015-16,5500.0,5500.0,0.0
Farm Harvest,Biri,OD26,2016-17,5900.0,5900.0,0.0
Farm Harvest,Biri,OD26,2017-18,5990.0,5990.0,0.0
Farm Harvest,Biri,OD26,2018-19,5125.0,5125.0,0.0
Farm Harvest,Biri,OD26,2019-20,5397.92,5397.92,0.0
Farm Harvest,Biri,OD26,2020-21,5685.373333333333,5685.38,0.006666666667115351
Farm Harvest,Biri,OD26,2021-22,5988.139999999999,5988.14,9.094947017729282e-13
Farm Harvest,Biri,OD26,2022-23,6307.026666666668,6307.02,0.006666666667115351
Farm Harvest,Biri,OD26,2023-24,6642.893333333333,6642.89,0.003333333333102928
Farm Harvest,Biri,OD26,2024-25,6996.643333333333,6996.64,0.003333333333102928
Farm Harvest,Biri,OD27,2013-14,4079.0,4079.0,0.0
Farm Harvest,Biri,OD27,2014-15,4953.996666666667,4954.0,0.003333333333102928
Farm Harvest,Biri,OD27,2015-16,5364.0,5364.0,0.0
Farm Harvest,Biri,OD27,2016-17,5859.0,5859.0,0.0
Farm Harvest,Biri,OD27,2017-18,5386.0,5386.0,0.0
Farm Harvest,Biri,OD27,2018-19,5428.0,5428.0,0.0
Farm Harvest,Biri,OD27,2019-20,5717.056666666666,5717.06,0.0033333333340124227
Farm Harvest,Biri,OD27,2020-21,6021.509999999999,6021.51,9.094947017729282e-13
Farm Harvest,Biri,OD27,2021-22,6342.170000000001,6342.17,9.094947017729282e-13
Farm Harvest,Biri,OD27,2022-23,6679.91,6679.91,0.0
Farm Harvest,Biri,OD27,2023-24,7035.63,7035.63,0.0
Farm Harvest,Biri,OD27,2024-25,7410.296666666666,7410.3,0.0033333333340124227
Farm Harvest,Biri,OD28,2013-14,4486.0,4486.0,0.0
Farm Harvest,Biri,OD28,2014-15,5162.0,5162.0,0.0
Farm Harvest,Biri,OD28,2015-16,5485.996666666666,5486.0,0.0033333333340124227
Farm Harvest,Biri,OD28,2016-17,5871.0,5871.0,0.0
Farm Harvest,Biri,OD28,2017-18,5213.996666666667,5214.0,0.003333333333102928
Farm Harvest,Biri,OD28,2018-19,5841.0,5841.0,0.0
Farm Harvest,Biri,OD28,2019-20,6152.05,6152.05,0.0
Farm Harvest,Biri,OD28,2020-21,6479.663333333333,6479.66,0.003333333333102928
Farm Harvest,Biri,OD28,2021-22,6824.7266666666665,6824.72,0.006666666666205856
Farm Harvest,Biri,OD28,2022-23,7188.16,7188.16,0.0
Farm Harvest,Biri,OD28,2023-24,7570.953333333334,7570.95,0.0033333333340124227
Farm Harvest,Biri,OD28,2024-25,7974.123333333333,7974.13,0.006666666667115351
Farm Harvest,Biri,OD29,2013-14,4623.0,4623.0,0.0
Farm Harvest,Biri,OD29,2014-15,5357.0,5357.0,0.0
Farm Harvest,Biri,OD29,2015-16,5675.0,5675.0,0.0
Farm Harvest,Biri,OD29,2016-17,6000.0,6000.0,0.0
Farm Harvest,Biri,OD29,2017-18,6000.0,6000.0,0.0
Farm Harvest,Biri,OD29,2018-19,5782.996666666666,5783.0,0.0033333333340124227
Farm Harvest,Biri,OD29,2019-20,6090.959999999999,6090.96,9.094947017729282e-13
Farm Harvest,Biri,OD29,2020-21,6415.323333333334,6415.32,0.0033333333340124227
Farm Harvest,Biri,OD29,2021-22,6756.956666666666,6756.96,0.0033333333340124227
Farm Harvest,Biri,OD29,2022-23,7116.783333333333,7116.78,0.003333333333102928
Farm Harvest,Biri,OD29,2023-24,7495.7733333333335,7495.77,0.003333333333102928
Farm Harvest,Biri,OD29,2024-25,7894.943333333334,7894.94,0.0033333333340124227
Farm Harvest,Biri,OD30,2013-14,4425.003333333333,4425.0,0.003333333333102928
Farm Harvest,Biri,OD30,2014-15,5239.0,5239.0,0.0
Farm Harvest,Biri,OD30,2015-16,5608.0,5608.0,0.0
Farm Harvest,Biri,OD30,2016-17,6000.003333333334,6000.0,0.0033333333340124227
Farm Harvest,Biri,OD30,2017-18,6288.996666666666,6289.0,0.0033333333340124227
Farm Harvest,Biri,OD30,2018-19,6794.0,6794.0,0.0
Farm Harvest,Biri,OD30,2019-20,7155.803333333333,7155.8,0.003333333333102928
